City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
269,mahibadhoo,3.7833,72.9667,27.97,73,68,8.75,MV,1707694704
270,koulikoro,14.0,-7.75,23.36,10,0,3.57,ML,1707694704
271,nogliki,51.8333,143.1667,-22.03,100,80,2.24,RU,1707694704
272,cole harbour,44.6724,-63.4751,4.66,92,100,3.02,CA,1707694704
273,alo,7.4178,6.7371,30.64,30,17,1.33,NG,1707694704
274,berezovyy,51.6667,135.7,-13.2,79,100,1.68,RU,1707694704
275,seaside,36.6111,-121.8516,17.32,76,0,4.63,US,1707694620
276,hami,42.8,93.45,-0.23,52,0,3.07,CN,1707694705
277,portland,45.5234,-122.6762,13.02,81,100,3.58,US,1707694132
278,inhambane,-23.865,35.3833,24.46,66,61,5.01,MZ,1707694705
279,bubaque,11.2833,-15.8333,26.31,64,0,6.38,GW,1707694705
280,qaqortoq,60.7167,-46.0333,-15.14,73,86,2.54,GL,1707694705
281,nueva gerona,21.8833,-82.8,24.63,77,83,6.71,CU,1707694705
282,hadibu,12.65,54.0333,25.64,70,12,4.7,YE,1707694705
283,uaua,-9.8414,-39.4817,23.26,87,97,6.93,BR,1707694706
284,jamestown,42.097,-79.2353,0.77,85,100,0.45,US,1707694571
285,ciudad lazaro cardenas,17.9583,-102.2,25.9,64,0,3.69,MX,1707694706
286,vadso,70.0744,29.7487,-7.91,79,75,4.12,NO,1707694706
287,lerwick,60.1545,-1.1494,4.0,98,100,10.56,GB,1707694706
288,kittila,67.6647,24.8936,-25.92,76,100,0.51,FI,1707694706
289,horta,38.5333,-28.6333,16.68,89,0,8.49,PT,1707694706
290,ryotsu-minato,38.0833,138.4333,5.43,53,79,5.08,JP,1707694706
291,katabu,-4.9333,122.5167,27.44,83,87,2.45,ID,1707694706
292,vorgashor,67.5833,63.95,-33.21,100,100,1.84,RU,1707694707
293,villa gesell,-37.2639,-56.973,25.59,84,86,5.69,AR,1707694707
294,albertina,-22.2008,-46.6158,21.05,74,35,2.45,BR,1707694707
295,puerto colombia,10.9878,-74.9547,29.05,77,58,9.85,CO,1707694707
296,namibe,-15.1961,12.1522,27.06,73,100,0.42,AO,1707694707
297,xiaoweizhai,26.1903,107.5125,7.47,74,5,1.91,CN,1707694707
298,aban,56.67,96.06,-14.32,89,100,4.3,RU,1707694707
299,kingscliff,-28.2667,153.5667,27.75,65,100,5.14,AU,1707694707
300,berdigestyakh,62.0989,126.6992,-25.79,98,100,3.4,RU,1707694708
301,pitimbu,-7.4706,-34.8086,26.33,78,72,5.33,BR,1707694708
302,argo,37.6333,22.7333,12.82,92,100,2.61,GR,1707694708
303,mejit,10.2753,170.8646,26.36,77,100,10.55,MH,1707694708
304,vila velha,-20.3297,-40.2925,25.97,91,40,2.06,BR,1707694708
305,ancud,-41.8697,-73.8203,13.11,68,40,2.25,CL,1707694708
306,scarborough,54.2797,-0.4044,5.92,90,21,1.34,GB,1707694654
307,kidal,18.4411,1.4078,23.83,8,0,2.71,ML,1707694708
308,constantia,44.1833,28.65,13.38,63,97,9.69,RO,1707694708
309,labytnangi,66.6572,66.4183,-29.04,87,14,3.65,RU,1707694709
310,poronaysk,49.2167,143.1167,-17.95,93,46,1.39,RU,1707694709
311,perry,37.2506,-83.1999,14.1,89,100,1.94,US,1707694511
312,barabai,-2.5833,115.3833,23.08,99,100,0.8,ID,1707694709
313,mitu,1.1983,-70.1733,23.11,94,97,1.17,CO,1707694709
314,merizo village,13.2658,144.6691,28.88,73,64,8.58,GU,1707694709
315,elkins,38.9259,-79.8467,9.4,94,100,2.06,US,1707694709
316,peace river,56.2501,-117.286,2.17,60,20,3.6,CA,1707694709
317,happy valley-goose bay,53.3168,-60.3315,-0.83,100,75,1.54,CA,1707694710
318,askoy,60.4092,5.226,3.75,100,75,0.51,NO,1707694710
319,lluta,-16.0147,-72.0142,11.44,87,100,0.97,PE,1707694710
320,hafar al-batin,28.4328,45.9708,13.32,100,75,4.12,SA,1707694710
321,tongchuanshi,35.0806,109.0897,5.09,51,0,1.04,CN,1707694710
322,vilyuchinsk,52.9306,158.4028,-16.71,78,7,2.68,RU,1707694710
323,tobruk,32.0836,23.9764,17.84,45,79,9.1,LY,1707694710
324,nova vicosa,-17.8919,-39.3719,25.48,88,14,2.73,BR,1707694711
325,kushiro,42.975,144.3747,-8.47,86,20,2.57,JP,1707694711
326,geraldton,-28.7667,114.6,22.23,88,0,6.17,AU,1707694711
327,duong dong,10.2167,103.9667,25.0,88,0,6.69,VN,1707694711
328,doka,13.5167,35.7667,22.71,31,4,3.56,SD,1707694711
329,warrnambool,-38.3833,142.4833,24.5,47,1,1.53,AU,1707694711
330,neryungri,56.6709,124.6491,-18.06,99,100,1.26,RU,1707694711
331,ar raqqah,35.95,39.0167,13.04,68,75,1.92,SY,1707694711
332,hameenlinna,60.996,24.4643,-11.59,89,59,3.0,FI,1707694712
333,nampula,-15.1165,39.2666,23.97,94,75,3.09,MZ,1707694712
334,sao joao da barra,-21.6403,-41.0511,26.05,89,0,3.45,BR,1707694712
335,santa sylvina,-27.8326,-61.1375,30.59,45,65,3.74,AR,1707694712
336,ghadamis,30.1337,9.5007,14.52,41,6,2.3,LY,1707694712
337,kilindoni,-7.9139,39.6668,28.47,79,98,5.61,TZ,1707694712
338,pacocha,-17.5833,-71.3333,22.15,85,100,1.56,PE,1707694712
339,castillos,-34.1667,-53.8333,23.48,90,0,3.84,UY,1707694712
340,jianguang,28.1938,115.7836,8.59,79,0,1.73,CN,1707694712
341,trairi,-3.2778,-39.2689,25.7,90,95,2.94,BR,1707694606
342,barcelos,41.5388,-8.6151,15.08,98,97,1.41,PT,1707694713
343,broome,42.2506,-75.833,2.54,82,100,1.54,US,1707694713
344,bonthe,7.5264,-12.505,26.59,84,25,3.29,SL,1707694713
345,dryden,49.7833,-92.7503,-6.84,79,100,2.57,CA,1707694713
346,khandyga,62.6667,135.6,-35.78,94,37,1.39,RU,1707694713
347,san patricio,28.017,-97.5169,25.97,50,0,6.25,US,1707694713
348,illizi,26.4833,8.4667,16.89,35,78,1.84,DZ,1707694713
349,lazaro cardenas,17.9583,-102.2,25.9,64,0,3.69,MX,1707694706
350,leninskoye,41.7589,69.3864,5.29,70,49,1.8,KZ,1707694714
351,wailua homesteads,22.0669,-159.378,25.44,68,20,5.14,US,1707694714
352,makakilo city,21.3469,-158.0858,25.88,70,100,6.17,US,1707694714
353,howrah,22.5892,88.3103,18.0,68,40,1.54,IN,1707694714
354,okhotsk,59.3833,143.3,-28.83,89,78,2.31,RU,1707694714
355,cabedelo,-6.9811,-34.8339,26.37,82,29,3.58,BR,1707694714
356,kafanchan,9.5833,8.3,23.84,25,1,1.84,NG,1707694715
357,bei'an,24.5399,109.533,12.03,64,4,0.95,CN,1707694715
358,cobram,-35.9167,145.65,32.23,31,0,5.12,AU,1707694715
359,harper,4.375,-7.7169,27.17,87,85,3.43,LR,1707694715
360,wewak,-3.5534,143.6268,27.79,79,98,2.7,PG,1707694715
361,alta,69.9689,23.2717,-13.41,92,88,1.54,NO,1707694715
362,chegdomyn,51.1167,133.0167,-12.08,95,100,0.07,RU,1707694715
363,itoman,26.1247,127.6694,16.72,51,75,5.66,JP,1707694715
364,kenora,49.8167,-94.4337,-6.46,79,100,3.6,CA,1707694715
365,katoomba,-33.7198,150.3074,20.48,74,1,0.89,AU,1707694716
366,shahba,32.8551,36.629,8.65,57,96,3.81,SY,1707694716
367,bayanhongor,46.7167,100.1167,-20.77,91,20,2.27,MN,1707694716
368,mashhad,36.297,59.6062,6.08,65,0,2.06,IR,1707694716
369,noumea,-22.2763,166.4572,27.99,99,65,7.31,NC,1707694156
370,tralee,52.2704,-9.7026,7.33,62,54,8.6,IE,1707694716
371,sisimiut,66.9395,-53.6735,-21.34,89,66,1.95,GL,1707694716
372,mhango,-3.2833,32.85,17.79,96,60,1.78,TZ,1707694716
373,keelung,25.1283,121.7419,16.16,62,5,6.64,TW,1707694717
374,yinzhu,35.8786,119.9753,3.73,77,0,3.55,CN,1707694717
375,salalah,17.0151,54.0924,24.05,83,40,3.09,OM,1707694717
376,touba,8.2833,-7.6833,26.97,25,56,0.2,CI,1707694717
377,douentza,14.9951,-2.9517,23.19,9,0,1.72,ML,1707694717
378,urucara,-2.5364,-57.76,24.6,93,59,0.87,BR,1707694717
379,kapa'a,22.0752,-159.319,26.18,67,20,5.14,US,1707694717
380,sola,-13.8833,167.55,28.01,73,37,6.85,VU,1707694717
381,fort mcmurray,56.7268,-111.381,3.77,52,0,4.63,CA,1707694718
382,mahriz,31.5917,54.4318,6.28,27,21,3.0,IR,1707694718
383,aktau,43.65,51.2,6.32,67,100,4.67,KZ,1707694718
384,quechultenango,17.4167,-99.2167,25.75,44,0,3.15,MX,1707694718
385,severo-yeniseyskiy,60.3725,93.0408,-18.34,93,100,4.63,RU,1707694718
386,sarikei,2.1167,111.5167,25.05,99,100,0.79,MY,1707694718
387,the pas,53.8251,-101.2541,-5.99,79,100,2.06,CA,1707694718
388,tuba city,36.135,-111.2399,7.43,28,1,2.24,US,1707694718
389,howard springs,-12.497,131.047,24.95,98,100,5.44,AU,1707694719
390,rongelap,11.1635,166.8941,26.18,78,79,9.92,MH,1707694719
391,yinchuan,38.4681,106.2731,0.47,32,5,2.02,CN,1707694719
392,mermoz boabab,14.7065,-17.4758,22.31,94,0,3.09,SN,1707694719
393,fort wellington,6.4,-57.6,26.18,74,25,4.58,GY,1707694719
394,usogorsk,63.4106,48.6872,-22.96,100,99,1.37,RU,1707694719
395,prince albert,53.2001,-105.7677,1.97,55,0,7.2,CA,1707694719
396,antonio enes,-16.2325,39.9086,25.71,91,100,4.09,MZ,1707694720
397,parfino,57.9731,31.6481,-3.29,96,100,1.71,RU,1707694720
398,mahina,-17.5065,-149.489,27.64,94,75,13.38,PF,1707694720
399,taltal,-25.4,-70.4833,19.92,85,98,3.23,CL,1707694720
400,ommen,52.5333,6.5,8.39,15,100,1.79,NL,1707694720
401,turriff,57.5384,-2.4593,4.03,80,100,3.43,GB,1707694720
402,cockburn town,21.4612,-71.1419,23.98,60,40,5.14,TC,1707694720
403,valle aurina - ahrntal,46.9962,11.9799,1.16,98,100,2.81,IT,1707694721
404,olinda,-8.0089,-34.8553,28.85,70,40,6.17,BR,1707694721
405,lata,40.1629,-8.3327,14.49,98,97,2.05,PT,1707694721
406,antsiranana,-12.2787,49.2917,24.73,94,100,4.29,MG,1707694721
407,nelson bay,-32.7167,152.15,28.38,64,0,0.89,AU,1707694721
408,dali,25.7,100.1833,5.46,83,46,1.45,CN,1707694537
409,nadym,65.5333,72.5167,-24.71,95,98,5.97,RU,1707694721
410,tongshan,34.1805,117.1571,5.17,71,0,2.15,CN,1707694721
411,douglas,41.3,-96.167,5.33,62,0,3.6,US,1707694719
412,porto novo,6.4965,2.6036,28.9,87,65,3.47,BJ,1707694722
413,tosontsengel,48.7567,98.2839,-1.3,56,100,10.38,MN,1707694722
414,joroinen,62.1782,27.8317,-17.79,100,84,1.61,FI,1707694722
415,verkhnedneprovskiy,54.9813,33.3457,-1.69,98,100,3.38,RU,1707694722
416,zelenoborskiy,66.845,32.3622,-23.53,99,23,1.23,RU,1707694722
417,morondava,-20.2833,44.2833,26.72,87,100,2.55,MG,1707694722
418,santa elena de uairen,4.6167,-61.1333,23.68,52,73,4.47,VE,1707694722
419,old town,50.087,14.4202,8.34,90,100,6.17,CZ,1707694722
420,nykoping,58.753,17.0079,-3.08,93,100,4.63,SE,1707694723
421,zapala,-38.8992,-70.0544,19.64,25,99,4.92,AR,1707694723
422,poteau,35.0537,-94.6236,7.86,93,100,1.54,US,1707694723
423,armacao de buzios,-22.7469,-41.8817,28.03,88,5,3.51,BR,1707694723
424,dzhalagash,45.0833,64.6667,-4.84,49,100,4.96,KZ,1707694723
425,lorengau,-2.0226,147.2712,29.26,73,92,3.38,PG,1707694723
426,pyapon,16.2833,95.6833,21.07,75,72,2.17,MM,1707694723
427,upington,-28.4478,21.2561,26.21,18,0,2.06,ZA,1707694723
428,aulnoye-aymeries,50.2014,3.8384,7.68,97,62,4.15,FR,1707694723
429,adam,22.3756,57.5233,20.47,83,78,3.46,OM,1707694724
430,griffith,41.5284,-87.4237,3.92,81,0,4.12,US,1707694724
431,amursk,50.2261,136.8994,-16.12,92,100,5.75,RU,1707694724
432,akjoujt,19.6969,-14.4164,25.23,31,0,5.12,MR,1707694724
433,caico,-6.4583,-37.0978,29.16,61,77,2.15,BR,1707694724
434,antofagasta,-23.65,-70.4,22.6,83,96,4.13,CL,1707694572
435,boda,4.3189,17.4695,25.55,25,100,1.27,CF,1707694724
436,"laikit, laikit ii (dimembe)",1.4792,124.9735,24.47,89,75,1.54,ID,1707694724
437,magherafelt,54.7536,-6.6066,2.99,91,21,5.34,GB,1707694725
438,amos,48.5669,-78.1162,-8.69,98,100,0.96,CA,1707694725
439,nova sintra,14.8667,-24.7167,20.37,78,0,7.37,CV,1707694725
440,weatherford,32.7593,-97.7972,6.23,91,100,3.13,US,1707694725
441,coahuayana de hidalgo,18.7,-103.6583,25.3,66,59,1.84,MX,1707694725
442,kollam,8.8833,76.6,24.13,75,8,6.48,IN,1707694725
443,correntina,-13.3433,-44.6367,21.1,85,100,0.94,BR,1707694725
444,safi,32.1667,-8.8333,13.73,84,0,2.23,MA,1707694673
445,manokwari,-0.8667,134.0833,27.08,76,62,1.34,ID,1707694628
446,quatre cocos,-20.2078,57.7625,27.06,86,3,8.37,MU,1707694726
447,laguna,38.421,-121.4238,16.16,55,0,3.09,US,1707694726
448,drouin,-38.1333,145.85,31.06,29,0,3.53,AU,1707694726
449,aleksandrov gay,50.147,48.5704,-8.71,87,100,5.3,RU,1707694726
450,kavieng,-2.5744,150.7967,28.94,72,73,3.03,PG,1707694726
451,la villa del rosario,10.3258,-72.3134,27.63,66,59,3.56,VE,1707694726
452,la mira,18.035,-102.3266,25.81,63,0,3.45,MX,1707694726
453,yeraliyev,43.2,51.65,9.4,67,100,4.4,KZ,1707694727
454,udaipur,24.5712,73.6918,12.83,32,100,2.46,IN,1707694727
455,wakkanai,45.4094,141.6739,-2.73,63,92,1.79,JP,1707694727
456,belmonte,-15.8631,-38.8828,25.36,87,59,3.03,BR,1707694727
457,yuzhno-sakhalinsk,46.9581,142.7337,-19.21,78,27,0.0,RU,1707694727
458,kristiansund,63.1115,7.732,1.36,60,100,4.12,NO,1707694727
459,touros,-5.1989,-35.4608,27.34,80,19,5.65,BR,1707694727
460,chonchi,-42.6128,-73.8092,14.56,74,41,2.52,CL,1707694727
461,jinka,5.65,36.65,20.93,65,91,1.03,ET,1707694728
462,la cruz,23.9167,-106.9,20.97,48,0,7.89,MX,1707694728
463,robertsport,6.7533,-11.3686,26.82,88,46,3.3,LR,1707694728
464,yanacancha,-10.2411,-76.6456,7.75,85,99,1.88,PE,1707694728
465,ma'rib,15.4591,45.3253,21.03,53,36,3.21,YE,1707694728
466,northam,51.0333,-4.2167,7.03,90,54,7.8,GB,1707694728
467,marsh harbour,26.5412,-77.0636,23.55,68,82,4.65,BS,1707694519
468,fallsburg,41.732,-74.6013,4.46,79,89,1.92,US,1707694728
469,qaisumah,28.3112,46.1273,12.98,100,75,4.12,SA,1707694728
470,tucuma,-0.1833,-50.05,25.11,90,97,3.41,BR,1707694729
471,hammerfest,70.6634,23.6821,-0.75,69,75,4.63,NO,1707694729
472,hong kong,22.2855,114.1577,16.81,56,9,4.02,HK,1707694493
473,miranda do douro,41.4969,-6.2731,7.26,98,100,6.02,PT,1707694729
474,gamba,-2.65,10.0,26.23,88,100,1.49,GA,1707694729
475,eirunepe,-6.6603,-69.8736,23.88,98,100,0.84,BR,1707694729
476,sao paulo de olivenca,-3.3783,-68.8725,24.12,98,100,0.75,BR,1707694729
477,kanggye,40.9695,126.5852,-6.83,76,5,0.84,KP,1707694730
478,kremenets,50.0969,25.7246,7.54,77,91,3.05,UA,1707694730
479,ouargla,31.9493,5.325,16.04,36,22,1.03,DZ,1707694730
480,pascagoula,30.3658,-88.5561,23.4,93,100,2.06,US,1707694730
481,callao,-12.0667,-77.15,27.16,65,0,7.2,PE,1707694730
482,fuerte olimpo,-21.0415,-57.8738,24.4,96,100,0.9,PY,1707694730
483,ma'an,26.9775,110.7211,9.44,83,77,0.28,CN,1707694731
484,galliano,29.4422,-90.2992,23.0,88,40,5.66,US,1707694731
485,san fernando de apure,7.8878,-67.4724,29.43,46,11,1.92,VE,1707694731
486,anzio,41.4853,12.6179,10.25,75,66,1.76,IT,1707694731
487,cuyo,10.8525,121.0086,25.48,82,23,13.04,PH,1707694731
488,balabac,7.9868,117.0645,26.74,80,74,9.44,PH,1707694731
489,sitka,57.0531,-135.33,5.94,61,100,6.17,US,1707694731
490,bethlehem,-1.4558,-48.5044,28.02,83,75,7.2,BR,1707694731
491,xining,36.6167,101.7667,-8.26,66,0,2.2,CN,1707694732
492,acarau,-2.8856,-40.12,28.1,83,99,8.74,BR,1707694721
493,gaalkacyo,6.7697,47.4308,22.06,79,66,3.93,SO,1707694732
494,ammon,43.4696,-111.9666,1.03,69,75,3.09,US,1707694732
495,colby,39.3958,-101.0524,5.18,51,0,6.69,US,1707694732
496,soria,41.6667,-2.6667,4.98,100,99,2.91,ES,1707694732
497,naze,28.3667,129.4833,13.51,58,5,4.29,JP,1707694732
498,romblon,12.5751,122.2708,25.01,72,36,12.0,PH,1707694732
499,la libertad,-2.2333,-80.9,26.81,83,40,5.14,EC,1707694732
500,kedrovyy,56.1667,91.8167,-13.77,92,100,4.94,RU,1707694733
501,manggar,-2.8833,108.2667,26.89,84,58,5.11,ID,1707694733
502,wau,7.7029,27.9953,29.56,18,54,4.19,SS,1707694733
503,san pablo,14.0669,121.3258,24.89,68,28,7.76,PH,1707694733
504,belomorsk,64.5232,34.7668,-19.86,91,7,2.86,RU,1707694733
505,boyolangu,-8.1181,111.8935,25.33,88,49,0.25,ID,1707694733
506,tangalle,6.024,80.7911,23.04,81,35,4.24,LK,1707694733
507,nantucket,41.2835,-70.0995,5.57,81,0,3.09,US,1707694673
508,sao gabriel da cachoeira,-0.1303,-67.0892,23.87,97,99,1.3,BR,1707694733
509,mercier,45.3168,-73.7492,2.63,76,100,6.17,CA,1707694734
510,banda aceh,5.5577,95.3222,28.18,75,12,12.3,ID,1707694734
511,chui,-33.6971,-53.4616,24.71,92,37,4.57,UY,1707694734
512,gwaram,11.2764,9.8858,22.13,15,62,3.36,NG,1707694734
513,hilo,19.7297,-155.09,25.85,77,75,4.63,US,1707694456
514,boalo,40.716,-3.9166,4.07,81,99,2.13,ES,1707694734
515,urengoy,65.9667,78.3667,-31.43,99,89,3.13,RU,1707694734
516,la roche-sur-yon,46.6667,-1.4333,7.15,93,0,2.57,FR,1707694734
517,katsuura,35.1333,140.3,3.14,91,100,4.68,JP,1707694734
518,port augusta,-32.5,137.7667,35.43,17,0,3.24,AU,1707694735
519,axim,4.8699,-2.2405,27.48,87,97,2.29,GH,1707694735
520,ha'il,27.5219,41.6907,9.01,87,75,4.12,SA,1707694735
521,bongao,5.0833,119.7833,27.48,73,82,8.52,PH,1707694735
522,kavaratti,10.5669,72.642,27.62,71,5,4.75,IN,1707694735
523,tidaholm,58.1804,13.9582,-1.49,95,100,6.39,SE,1707694735
524,prince rupert,54.3161,-130.3201,5.05,75,0,5.66,CA,1707694732
525,walvis bay,-22.9575,14.5053,19.53,77,99,0.0,NA,1707694736
526,las terrenas,19.311,-69.5428,24.79,71,0,5.7,DO,1707694736
527,geneseo,42.7959,-77.8169,2.52,76,100,1.7,US,1707694447
528,la ronge,55.1001,-105.2842,1.14,60,75,5.66,CA,1707694736
529,tadine,-21.55,167.8833,27.93,75,12,9.16,NC,1707694736
530,'alaqahdari dishu,30.4374,63.313,16.31,25,100,1.89,AF,1707694736
531,marsa alam,25.0757,34.8918,18.56,57,0,2.47,EG,1707694736
532,kayangel,8.0823,134.7173,27.19,80,100,9.03,PW,1707694737
533,arawa,-6.2132,155.5367,28.32,74,90,2.08,PG,1707694737
534,krasnyy chikoy,50.3643,108.7512,-8.01,89,100,0.73,RU,1707694737
535,mil'kovo,55.6078,37.7956,-4.77,96,100,3.49,RU,1707694737
536,tianshui,34.5439,105.6897,-0.64,90,0,0.9,CN,1707694737
537,kiunga,-6.1219,141.2906,27.82,76,99,1.03,PG,1707694737
538,mina clavero,-31.721,-65.0062,27.21,68,45,4.6,AR,1707694737
539,hays,30.0502,-98.0336,14.93,79,12,3.13,US,1707694737
